user_id,track_id,album_score,has_album,artist_score,has_artist,genre_count,genre_max,genre_min,genre_mean,genre_var,evidence_count,album_artist_int,genre_artist_int,album_genre_int,user_mean,user_std,user_n_log,album_above_mean,artist_above_mean,genre_above_mean,alb_global_avg,art_global_avg,genre_global_avg,alb_nrat_log,art_nrat_log,genre_nrat_log,cf_score,cf_count_log,v2_score,label
200031,30877,90.0,1.0,50.0,1.0,2.0,90.0,80.0,85.0,25.0,3.0,45.0,42.5,76.5,57.359437751004016,24.82378299320062,6.904750769961838,32.640562248995984,-7.359437751004016,27.640562248995984,43.671779141104295,39.49079754601227,52.11070047085489,5.7899601708972535,6.88653164253051,8.77230041793584,0.0,0.0,157.0,1
200031,8244,90.0,1.0,0.0,0.0,3.0,90.0,70.0,80.0,66.66666666666667,2.0,0.0,0.0,72.0,57.359437751004016,24.82378299320062,6.904750769961838,32.640562248995984,0.0,22.640562248995984,49.624233128834355,37.97142857142857,51.13953111113138,6.481577129276431,6.1224928095143865,8.911642289926185,90.0,0.6931471805599453,114.0,1
200031,130183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.359437751004016,24.82378299320062,6.904750769961838,0.0,0.0,0.0,0.0,0.0,54.22154759260456,0.0,0.0,8.709134991587183,0.0,0.0,0.0,0
200031,198762,0.0,0.0,0.0,0.0,1.0,90.0,90.0,90.0,0.0,1.0,0.0,0.0,0.0,57.359437751004016,24.82378299320062,6.904750769961838,0.0,0.0,32.640562248995984,65.86206896551724,68.37688442211055,41.14900855909531,4.477336814478207,8.759197750371365,8.689001342193288,70.0,0.6931471805599453,9.0,0
200031,34503,90.0,1.0,50.0,1.0,2.0,90.0,80.0,85.0,25.0,3.0,45.0,42.5,76.5,57.359437751004016,24.82378299320062,6.904750769961838,32.640562248995984,-7.359437751004016,27.640562248995984,35.59705882352941,38.08992562542258,49.782846071868896,6.523562306149512,7.299797366758161,8.785488550067829,30.0,0.6931471805599453,157.0,1
200031,227283,0.0,0.0,90.0,1.0,2.0,90.0,50.0,70.0,400.0,2.0,0.0,63.0,0.0,57.359437751004016,24.82378299320062,6.904750769961838,0.0,32.640562248995984,12.640562248995984,64.58563535911603,74.16581248115767,57.173410419518575,5.204006687076795,8.800113946766308,8.97094039814245,50.0,1.0986122886681098,104.0,0
200032,218377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,4.127134385045092,0.0,0.0,0.0,51.732824427480914,61.90726604467063,62.50685326634738,4.882801922586371,8.17131687471973,9.372161558107662,0.0,0.0,0.0,0
200032,110262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,4.127134385045092,0.0,0.0,0.0,54.306997742663654,64.63050440352282,44.64242249602494,6.095824562432225,7.823645930834952,8.621373010325902,0.0,0.0,0.0,0
200032,18681,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,90.0,0.0,4.127134385045092,0.0,0.0,0.0,58.18181818181818,76.70764558299221,55.788131605773366,4.48863636973214,9.625557771527026,8.85520709619902,0.0,0.0,180.0,1
200032,138493,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,90.0,0.0,4.127134385045092,0.0,0.0,0.0,47.63265306122449,71.40020833333334,58.40883853047362,5.5053315359323625,8.476579508530941,8.971617761531459,0.0,0.0,180.0,1
200032,64167,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,90.0,0.0,4.127134385045092,0.0,0.0,0.0,55.13636363636363,72.78005680025244,37.50382062489882,3.1354942159291497,8.061486866871327,8.55371796609861,0.0,0.0,180.0,1
200032,22820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,4.127134385045092,0.0,0.0,0.0,56.57692307692308,45.74737788432724,40.81900507202672,4.3694478524670215,8.11312710422178,8.384632755831756,0.0,0.0,0.0,0
200055,52198,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,43.201581027667984,32.7227374604795,5.537334267018537,46.798418972332016,46.798418972332016,0.0,58.49090909090909,54.472934472934476,17.53202903124014,4.709530201312334,5.863631175598097,8.061486866871327,73.07692307692308,2.6390573296152584,180.0,1
200055,233815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.201581027667984,32.7227374604795,5.537334267018537,0.0,0.0,0.0,29.056603773584907,32.962025316455694,51.63793103448276,3.9889840465642745,4.382026634673881,4.762173934797756,0.0,0.0,0.0,0
200055,175557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.201581027667984,32.7227374604795,5.537334267018537,0.0,0.0,0.0,65.93103448275862,32.30255839822024,46.36632203655959,3.4011973816621555,6.802394763324311,8.528410046621403,0.0,0.0,0.0,0
200055,59101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.201581027667984,32.7227374604795,5.537334267018537,0.0,0.0,0.0,37.95918367346939,24.828358208955223,29.469069392146316,3.912023005428146,5.594711379601839,5.123963979403259,0.0,0.0,0.0,0
200055,56695,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,43.201581027667984,32.7227374604795,5.537334267018537,46.798418972332016,46.798418972332016,0.0,58.49090909090909,54.472934472934476,17.53202903124014,4.709530201312334,5.863631175598097,8.061486866871327,73.07692307692308,2.6390573296152584,180.0,1
200055,134398,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.201581027667984,32.7227374604795,5.537334267018537,0.0,46.798418972332016,0.0,76.36363636363636,55.079470198675494,17.53202903124014,4.204692619390966,5.713732805509369,8.061486866871327,75.0,1.6094379124341003,90.0,1
200065,179571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75,13.228756555322953,4.859812404361672,0.0,0.0,0.0,31.95364238410596,31.381818181818183,27.899926686217007,5.0238805208462765,5.62040086571715,4.505349850705881,0.0,0.0,0.0,0
200065,196286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75,13.228756555322953,4.859812404361672,0.0,0.0,0.0,51.25966850828729,41.11861313868613,30.263864148945043,5.204006687076795,6.3080984415095305,8.056743774975313,0.0,0.0,0.0,0
200065,26875,90.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,0.0,78.75,13.228756555322953,4.859812404361672,11.25,11.25,0.0,63.805139186295506,76.91496598639456,46.78950797012499,6.148468295917647,8.39185670010494,8.59637398929068,90.0,1.3862943611198906,180.0,1
200065,119451,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.75,13.228756555322953,4.859812404361672,0.0,11.25,0.0,57.093333333333334,75.65785293842848,53.1579461657138,5.420534999272286,9.27837278236801,8.994730868316053,70.0,0.6931471805599453,90.0,1
200065,227397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75,13.228756555322953,4.859812404361672,0.0,0.0,0.0,45.75179856115108,48.463400576368876,42.61851702536848,6.322565239927284,7.459338895220296,7.9230463433614355,0.0,0.0,0.0,0
200065,243829,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.75,13.228756555322953,4.859812404361672,0.0,-8.75,0.0,48.54448871181939,51.546812176909825,53.1579461657138,6.625392368007956,7.462789157412448,8.994730868316053,0.0,0.0,70.0,1
200070,104207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.640776699029125,25.696078190031155,4.6443908991413725,0.0,0.0,0.0,48.88682170542636,55.424406915963004,46.17481505307231,7.1631723908466425,8.512180649592693,8.939040049606763,0.0,0.0,0.0,1
200070,39252,0.0,0.0,90.0,1.0,1.0,80.0,80.0,80.0,0.0,2.0,0.0,72.0,0.0,58.640776699029125,25.696078190031155,4.6443908991413725,0.0,31.359223300970875,21.359223300970875,59.97490347490348,72.8003367003367,47.13964650375602,7.349230824613334,9.382695764458287,8.581762962065538,0.0,0.0,98.0,0
200070,271459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.640776699029125,25.696078190031155,4.6443908991413725,0.0,0.0,0.0,44.5551948051948,50.153313550939664,56.523130205237,6.424869023905388,6.919683849847411,9.374101862508486,0.0,0.0,0.0,0
200070,191512,70.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,0.0,0.0,58.640776699029125,25.696078190031155,4.6443908991413725,11.359223300970875,31.359223300970875,0.0,55.5015197568389,75.12929641202457,38.086777592673386,7.183111701743281,9.135832319801121,4.8346933442663405,0.0,0.0,160.0,1
200070,124239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.640776699029125,25.696078190031155,4.6443908991413725,0.0,0.0,0.0,53.86666666666667,67.61590628853267,40.12129109863673,5.420534999272286,8.77786371462117,4.624972813284271,0.0,0.0,0.0,0
200070,219295,70.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,0.0,0.0,58.640776699029125,25.696078190031155,4.6443908991413725,11.359223300970875,31.359223300970875,0.0,49.04081632653061,56.82308998302207,59.599631185384624,5.973809611869261,7.988203597022576,9.065719142365054,0.0,0.0,160.0,1
200074,269977,0.0,0.0,0.0,0.0,1.0,80.0,80.0,80.0,0.0,1.0,0.0,0.0,0.0,42.81018518518518,41.18764746461503,5.37989735354046,0.0,0.0,37.18981481481482,40.0,45.597938144329895,65.96966043801487,3.6375861597263857,4.584967478670572,9.205830216498297,0.0,0.0,8.0,0
200074,276467,0.0,0.0,90.0,1.0,2.0,100.0,100.0,100.0,0.0,2.0,0.0,90.0,0.0,42.81018518518518,41.18764746461503,5.37989735354046,0.0,47.18981481481482,57.18981481481482,67.55504587155963,72.34307412910682,51.8428714253183,6.07993319509559,8.709134991587183,8.888811918740572,90.0,0.6931471805599453,110.0,1
200074,210679,0.0,0.0,0.0,1.0,2.0,80.0,52.0,66.0,196.0,2.0,0.0,0.0,0.0,42.81018518518518,41.18764746461503,5.37989735354046,0.0,-42.81018518518518,23.189814814814817,69.54761904761905,73.95746954477453,43.94777988741813,6.78332520060396,9.144093726157257,8.04069742265269,0.0,0.0,13.2,0
200074,38502,90.0,1.0,90.0,1.0,2.0,100.0,100.0,100.0,0.0,3.0,81.0,90.0,90.0,42.81018518518518,41.18764746461503,5.37989735354046,47.18981481481482,47.18981481481482,57.18981481481482,71.4251290877797,76.51908639776053,56.523130205237,6.366470447731438,9.662625450728237,9.374101862508486,97.5,1.6094379124341003,200.0,1
